Name,Card 1,Card 2,Card 3,Card 4,Card 5,Card 6,Card 7,Card 8,Card 9,Card 10,Card 11,Card 12,Card 13,Card 14,Card 15,Card 16,Card 17,Card 18,Card 19,Card 20,Card 21,Card 22,Card 23,Card 24,Card 25,Card 26,Card 27,Card 28,Card 29,Card 30,Deck
976085-wild-guy,cobalt scalebane,cobalt scalebane,dragonfire potion,dragonfire potion,dragonhatcher,drakonid operative,drakonid operative,duskbreaker,duskbreaker,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,potion of madness,radiant elemental,radiant elemental,shadow ascendant,shadow ascendant,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,twilight acolyte,twilight acolyte,ysera,1
976040-temporus-otk-preist,doomsayer,doomsayer,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,greater healing potion,holy smite,malygos,mind blast,northshire cleric,northshire cleric,power word shield,power word shield,priest of the feast,priest of the feast,primordial drake,prophet velen,psychic scream,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,tar creeper,tar creeper,temporus,1
976002-for-the-100-gold-daily,ancient watcher,ancient watcher,big game hunter,big game hunter,cairne bloodhoof,darkshire alchemist,darkshire alchemist,devilsaur egg,devilsaur egg,faceless manipulator,faceless manipulator,faceless shambler,faceless shambler,fel orc soulfiend,fel orc soulfiend,glacial shard,glacial shard,humongous razorleaf,humongous razorleaf,kabal talonpriest,kabal talonpriest,loot hoarder,loot hoarder,polluted hoarder,polluted hoarder,ravasaur runt,ravasaur runt,shadow word death,shadow word death,silithid swarmer,-1
976000-dragon-priest-theory-craft,bone drake,bone drake,book wyrm,book wyrm,cobalt scalebane,cobalt scalebane,deathwing dragonlord,dragon soul,dragonfire potion,dragonfire potion,dragonhatcher,drakonid operative,drakonid operative,duskbreaker,duskbreaker,netherspite historian,netherspite historian,obsidian statue,obsidian statue,primordial drake,primordial drake,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,twilight drake,twilight drake,ysera,1
975995-new-dragon-priest,alexstrasza,bone drake,bone drake,book wyrm,cobalt scalebane,cobalt scalebane,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,primordial drake,shadow word death,shadow word pain,shadow word pain,twilight acolyte,twilight acolyte,twilight drake,twilight drake,1
975978-drazakus,book wyrm,cobalt scalebane,dragonfire potion,drakonid operative,elise the trailblazer,free from amber,golakka crawler,greater healing potion,holy nova,kabal talonpriest,kazakus,northshire cleric,obsidian statue,potion of madness,power word shield,priest of the feast,primordial drake,radiant elemental,raza the chained,saronite chain gang,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,spirit lash,stonehill defender,tar creeper,thoughtsteal,twilight drake,ysera,-1
975956-1,acidic swamp ooze,acidic swamp ooze,boulderfist ogre,boulderfist ogre,chillwind yeti,chillwind yeti,darkscale healer,darkscale healer,gnomish inventor,gnomish inventor,holy nova,holy nova,ironfur grizzly,ironfur grizzly,mind control,mind control,northshire cleric,northshire cleric,power word shield,power word shield,river crocolisk,river crocolisk,senjin shieldmasta,senjin shieldmasta,shadow word death,shadow word death,shattered sun cleric,shattered sun cleric,voodoo doctor,voodoo doctor,-1
975908-void-priest,awaken the makers,big game hunter,big game hunter,cairne bloodhoof,crystalline oracle,crystalline oracle,curious glimmerroot,devilsaur egg,devilsaur egg,eternal servitude,eternal servitude,greater healing potion,greater healing potion,harvest golem,harvest golem,loot hoarder,loot hoarder,meat wagon,mind control,mind control,obsidian statue,runic egg,runic egg,shadow word death,shadow word death,shadowreaper anduin,shifting shade,shifting shade,volatile elemental,volatile elemental,-1
975829-tempodictus-mill-priest,archbishop benedictus,auchenai soulpriest,circle of healing,circle of healing,coldlight oracle,coldlight oracle,dirty rat,dirty rat,doomsayer,doomsayer,dragonfire potion,embrace the shadow,greater healing potion,harrison jones,hoarding dragon,hoarding dragon,northshire cleric,power word shield,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadowreaper anduin,skulking geist,temporus,wild pyromancer,youthful brewmaster,youthful brewmaster,zola the gorgon,-1
975816-tempo-priest,bonemare,bonemare,cobalt scalebane,cobalt scalebane,devilsaur egg,devilsaur egg,divine spirit,divine spirit,inner fire,inner fire,kabal talonpriest,kabal talonpriest,meat wagon,meat wagon,northshire cleric,northshire cleric,power word shield,power word shield,radiant elemental,radiant elemental,runic egg,runic egg,shadow ascendant,shadow ascendant,shadow visions,shadow visions,twilights call,twilights call,unidentified elixir,unidentified elixir,5
975813-25-win-priest-deck,ancient watcher,ancient watcher,big game hunter,big game hunter,bonemare,cairne bloodhoof,devilsaur egg,devilsaur egg,divine spirit,doomsayer,eater of secrets,eater of secrets,faceless manipulator,faceless manipulator,grim necromancer,humongous razorleaf,inner fire,inner fire,kabal talonpriest,lightspawn,obsidian statue,obsidian statue,power word shield,power word shield,shadow visions,shadow visions,shadow word death,shadow word death,spellbreaker,spellbreaker,-1
975808-rise-of-the-deathrattle-priest,awaken the makers,cairne bloodhoof,carnivorous cube,crystalline oracle,dragonfire potion,eternal servitude,free from amber,greater healing potion,holy nova,lesser diamond spellstone,nzoth the corruptor,obsidian statue,obsidian statue,power word shield,power word shield,psychic scream,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,shifting shade,shifting shade,spiritsinger umbra,tortollan shellraiser,tortollan shellraiser,twilights call,twilights call,unidentified elixir,-1
975797-new-dragon-priest,bone drake,bone drake,book wyrm,cobalt scalebane,dragon soul,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,eater of secrets,eternal servitude,gluttonous ooze,greater healing potion,harrison jones,hoarding dragon,lesser diamond spellstone,netherspite historian,obsidian statue,power word shield,primordial drake,psychic scream,shadow visions,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,skulking geist,ysera,-1
975784-big-priest-little-spells,awaken the makers,barnes,dragon soul,eternal servitude,eternal servitude,greater healing potion,holy smite,holy smite,lesser diamond spellstone,lesser diamond spellstone,lyra the sunshard,mind vision,nzoth the corruptor,obsidian statue,obsidian statue,pint size potion,pint size potion,power word shield,power word shield,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,silence,twilights call,twilights call,2
975780-k-c-all-for-one-priest,bonemare,cobalt scalebane,defender of argus,devilsaur egg,devilsaur egg,divine spirit,divine spirit,inner fire,inner fire,kabal talonpriest,kabal talonpriest,leeroy jenkins,northshire cleric,northshire cleric,power word shield,power word shield,priest of the feast,radiant elemental,radiant elemental,shadow ascendant,shadow ascendant,shadow visions,shadow visions,silence,tortollan shellraiser,tortollan shellraiser,unidentified elixir,unidentified elixir,vicious fledgling,vicious fledgling,5
975761-buffets-priest-deck,arfus,awaken the makers,barnes,bloodmage thalnos,bone drake,crystalline oracle,dragonfire potion,elise the trailblazer,holy nova,kazakus,loot hoarder,lyra the sunshard,mirage caller,mistress of mixtures,northshire cleric,nzoth the corruptor,obsidian statue,potion of madness,power word shield,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,shifting shade,spirit lash,tortollan shellraiser,twilights call,zola the gorgon,0
975682-oracle-priest,alexstrasza,archbishop benedictus,bloodmage thalnos,coldlight oracle,coldlight oracle,doomsayer,doomsayer,dragonfire potion,dragonfire potion,elise the trailblazer,harrison jones,lone champion,lone champion,northshire cleric,northshire cleric,potion of madness,potion of madness,power word shield,power word shield,psychic scream,psychic scream,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,spirit lash,spirit lash,temporus,-1
975649-kobold-amara-deck,awaken the makers,bloodmage thalnos,bone drake,book wyrm,cairne bloodhoof,carnivorous cube,crystalline oracle,dragonfire potion,drakonid operative,duskbreaker,elise the trailblazer,holy nova,kazakus,netherspite historian,nzoth the corruptor,potion of madness,power word shield,priest of the feast,primordial drake,psychic scream,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,tar creeper,twilight drake,twilights call,unidentified elixir,ysera,0
975626-new-era-big-priest,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,free from amber,greater healing potion,lesser diamond spellstone,lesser diamond spellstone,obsidian statue,obsidian statue,potion of madness,potion of madness,psychic scream,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,silence,silence,the lich king,twilights call,ysera,yshaarj rage unbound,2
975577-dragonrattle-raza,bloodmage thalnos,bone drake,book wyrm,cobalt scalebane,crystalline oracle,dragonfire potion,drakonid operative,duskbreaker,kazakus,loot hoarder,netherspite historian,northshire cleric,nzoth the corruptor,obsidian statue,potion of madness,power word shield,primordial drake,psychic scream,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,shifting shade,spirit lash,tortollan shellraiser,twilight drake,twilights call,ysera,0
975554-quest-priest,arfus,awaken the makers,bloodmage thalnos,cairne bloodhoof,crystalline oracle,crystalline oracle,dragonfire potion,lesser diamond spellstone,loot hoarder,loot hoarder,mirage caller,mirage caller,nzoth the corruptor,obsidian statue,potion of madness,power word shield,power word shield,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shifting shade,shifting shade,spiritsinger umbra,tortollan shellraiser,tortollan shellraiser,twilights call,twilights call,7
975539-k-c-bigger-priest,barnes,circle of healing,circle of healing,dragonfire potion,dragonfire potion,embrace the shadow,embrace the shadow,eternal servitude,eternal servitude,greater healing potion,lesser diamond spellstone,lesser diamond spellstone,mass dispel,obsidian statue,obsidian statue,pint size potion,pint size potion,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,the lich king,ysera,yshaarj rage unbound,2
975518-nzhot,acolyte of pain,awaken the makers,cairne bloodhoof,carnivorous cube,carnivorous cube,dragonfire potion,greater healing potion,mistress of mixtures,mistress of mixtures,northshire cleric,northshire cleric,nzoth the corruptor,obsidian statue,obsidian statue,potion of madness,power word shield,power word shield,psychic scream,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,stonehill defender,tortollan shellraiser,tortollan shellraiser,twilights call,twilights call,zola the gorgon,-1
975498-quest-razakus-without-anduin,arfus,awaken the makers,barnes,bloodmage thalnos,cabal shadow priest,cairne bloodhoof,crystalline oracle,dirty rat,dragonfire potion,free from amber,gluttonous ooze,guild recruiter,holy nova,infested tauren,kazakus,lesser diamond spellstone,mirage caller,mistress of mixtures,nzoth the corruptor,obsidian statue,potion of madness,psychic scream,raza the chained,shadow madness,shadow word death,shadow word pain,shallow gravedigger,shifting shade,tortollan shellraiser,twilights call,-1
975472-concede-priest,awaken the makers,carnivorous cube,carnivorous cube,crystalline oracle,crystalline oracle,dragonfire potion,dragonfire potion,mirage caller,mirage caller,obsidian statue,obsidian statue,potion of madness,potion of madness,power word shield,psychic scream,psychic scream,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,shifting shade,shifting shade,tortollan shellraiser,tortollan shellraiser,twilights call,twilights call,unidentified elixir,unidentified elixir,zola the gorgon,7
975449-kac-ancient-priest,barnes,binding heal,binding heal,blood of the ancient one,blood of the ancient one,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,free from amber,free from amber,lesser diamond spellstone,lesser diamond spellstone,obsidian statue,obsidian statue,pint size potion,pint size potion,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,shadowreaper anduin,the lich king,yshaarj rage unbound,2
975434-ez-even-bigger-priest-ez,barnes,circle of healing,circle of healing,dragonfire potion,embrace the shadow,embrace the shadow,eternal servitude,eternal servitude,greater healing potion,lesser diamond spellstone,lesser diamond spellstone,obsidian statue,obsidian statue,pint size potion,pint size potion,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word pain,shadow word pain,shadowreaper anduin,silence,the lich king,ysera,yshaarj rage unbound,2
975351-otk-dragon-priest-k-c,acolyte of pain,acolyte of pain,book wyrm,book wyrm,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,faceless manipulator,harrison jones,holy smite,kabal talonpriest,kabal talonpriest,malygos,mind blast,mind blast,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,primordial drake,primordial drake,prophet velen,radiant elemental,radiant elemental,temporus,-1
975342-afav,divine spirit,divine spirit,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,inner fire,inner fire,kabal talonpriest,kabal talonpriest,lyra the sunshard,netherspite historian,netherspite historian,northshire cleric,northshire cleric,pint size potion,potion of madness,potion of madness,power word shield,power word shield,priest of the feast,priest of the feast,radiant elemental,radiant elemental,shadow visions,shadow visions,tar creeper,tar creeper,twilight drake,twilight drake,1
975339-cheap-priest-void-singularity-brawl-deck,ancient watcher,ancient watcher,big game hunter,bog creeper,bonemare,bonemare,dark iron dwarf,dark iron dwarf,divine spirit,divine spirit,dragonling mechanic,dragonling mechanic,faceless manipulator,faceless manipulator,frost elemental,frost elemental,humongous razorleaf,humongous razorleaf,inner fire,kabal talonpriest,kabal talonpriest,mind control,mistress of mixtures,mistress of mixtures,shadow word death,shadow word death,shifting shade,shifting shade,silver hand knight,silver hand knight,-1
975326-kac-yukazos-quest-priest,awaken the makers,cairne bloodhoof,carnivorous cube,carnivorous cube,crystalline oracle,crystalline oracle,devilsaur egg,devilsaur egg,divine spirit,divine spirit,inner fire,inner fire,kabal talonpriest,kabal talonpriest,meat wagon,northshire cleric,northshire cleric,nzoth the corruptor,potion of madness,power word shield,power word shield,psychic scream,shadow visions,shadow visions,shadowreaper anduin,shifting shade,shifting shade,twilights call,twilights call,unidentified elixir,-1
975304-luandoumushi,awaken the makers,barnes,big game hunter,bittertide hydra,crystalline oracle,crystalline oracle,devilsaur egg,devilsaur egg,eternal servitude,eternal servitude,faceless manipulator,faceless shambler,free from amber,gluttonous ooze,harrison jones,humongous razorleaf,humongous razorleaf,loot hoarder,loot hoarder,mind control,mind control,onyx bishop,onyx bishop,shadow word death,shadow word death,shallow gravedigger,shifting shade,shifting shade,thoughtsteal,thoughtsteal,-1
975300-big-fatigue-priest-hybrid,auchenai soulpriest,auchenai soulpriest,barnes,circle of healing,circle of healing,curious glimmerroot,curious glimmerroot,doomsayer,doomsayer,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,greater healing potion,greater healing potion,holy fire,lyra the sunshard,obsidian statue,obsidian statue,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,skulking geist,stonehill defender,the lich king,ysera,-1
975287-tavern-brawl-priest,arfus,awaken the makers,bone drake,crystalline oracle,crystalline oracle,divine spirit,divine spirit,eternal servitude,eternal servitude,free from amber,free from amber,igneous elemental,igneous elemental,inner fire,inner fire,loot hoarder,loot hoarder,mind control,mind control,nzoth the corruptor,obsidian statue,obsidian statue,polluted hoarder,prophet velen,shadow word death,shadow word death,shadowreaper anduin,shallow gravedigger,shallow gravedigger,the lich king,-1
975265-win-condition-priest,auchenai soulpriest,auchenai soulpriest,awaken the makers,circle of healing,circle of healing,dragon soul,lesser diamond spellstone,lyra the sunshard,mind blast,mind blast,northshire cleric,northshire cleric,nzoth the corruptor,obsidian statue,obsidian statue,power word shield,power word shield,prophet velen,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word pain,shadow word pain,shadowreaper anduin,spirit lash,spirit lash,spiritsinger umbra,twilights call,twilights call,-1
975237-carnivorous-cube-deathwing,awaken the makers,barnes,carnivorous cube,carnivorous cube,deathwing dragonlord,dragonfire potion,dragonfire potion,duskbreaker,duskbreaker,eternal servitude,eternal servitude,lesser diamond spellstone,lesser diamond spellstone,nzoth the corruptor,pint size potion,pint size potion,psychic scream,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,twilights call,twilights call,2
975225-dragon-blitz-priest,bloodmage thalnos,cobalt scalebane,dragon soul,drakonid operative,duskbreaker,kazakus,lesser diamond spellstone,lone champion,loot hoarder,lyra the sunshard,mind blast,mind vision,netherspite historian,potion of madness,power word shield,prophet velen,psionic probe,psychic scream,radiant elemental,raza the chained,runic egg,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,spirit lash,thoughtsteal,twilight drake,twilights call,unidentified elixir,-1
975222-quest-dragon,awaken the makers,bloodmage thalnos,bone drake,bone drake,carnivorous cube,carnivorous cube,crystalline oracle,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,kabal courier,loot hoarder,loot hoarder,netherspite historian,netherspite historian,nzoth the corruptor,obsidian statue,power word shield,power word shield,shadow visions,shadow visions,shifting shade,shifting shade,twilight drake,twilight drake,twilights call,twilights call,-1
975216-new-quest-priest,arfus,awaken the makers,barnes,cairne bloodhoof,carnivorous cube,carnivorous cube,crystalline oracle,crystalline oracle,dragonfire potion,dragonfire potion,harrison jones,northshire cleric,northshire cleric,nzoth the corruptor,obsidian statue,potion of madness,potion of madness,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,skulking geist,twilight summoner,twilight summoner,twilights call,twilights call,7
975210-kobold-and-catacombs-dragon-priest,cobalt scalebane,cobalt scalebane,divine spirit,dragon soul,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,inner fire,kabal talonpriest,kabal talonpriest,lyra the sunshard,netherspite historian,netherspite historian,northshire cleric,northshire cleric,potion of madness,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word pain,tar creeper,tar creeper,twilight drake,twilight drake,1
975185-statues-in-the-sky-with-diamonds,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,holy smite,lesser diamond spellstone,lesser diamond spellstone,mass dispel,obsidian statue,obsidian statue,pint size potion,pint size potion,potion of madness,potion of madness,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,shadowreaper anduin,silence,the lich king,ysera,yshaarj rage unbound,2
975171-k-c-big-priest,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,greater healing potion,greater healing potion,holy nova,holy nova,lesser diamond spellstone,lesser diamond spellstone,obsidian statue,obsidian statue,potion of madness,potion of madness,psychic scream,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,the lich king,twilights call,twilights call,ysera,2
975164-priest-w-togwaggle-memes,archbishop benedictus,dirty rat,dirty rat,doomsayer,doomsayer,dragonfire potion,dragonfire potion,duskbreaker,duskbreaker,hemet jungle hunter,king togwaggle,lyra the sunshard,potion of madness,potion of madness,power word shield,power word shield,primordial drake,primordial drake,psychic scream,psychic scream,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,twilight drake,twilight drake,-1
975157-the-questing-singularity-2-0,awaken the makers,big game hunter,big game hunter,cairne bloodhoof,crystalline oracle,crystalline oracle,devilsaur egg,devilsaur egg,glacial shard,glacial shard,loot hoarder,loot hoarder,marin the fox,meat wagon,meat wagon,mind control,mistress of mixtures,mistress of mixtures,nzoth the corruptor,obsidian statue,runic egg,runic egg,shadow visions,shadow visions,shadow word death,shadow word death,shadowreaper anduin,shifting shade,volatile elemental,volatile elemental,-1
975124-temporus-70-damage-potential-combo-1-0-standard,acidic swamp ooze,bloodmage thalnos,coldlight oracle,coldlight oracle,doomsayer,doomsayer,dragonfire potion,dragonfire potion,greater healing potion,greater healing potion,holy fire,holy smite,holy smite,mind blast,mind blast,mirage caller,potion of madness,potion of madness,prophet velen,psychic scream,psychic scream,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,spirit lash,spirit lash,temporus,-1
972060-dragon-priest-temporus-alexstrasza-combo,alexstrasza,bone drake,book wyrm,divine spirit,divine spirit,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,hoarding dragon,inner fire,inner fire,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,primordial drake,psychic scream,shadow visions,shadow word death,shadow word pain,temporus,twilight drake,twilight drake,zola the gorgon,1
975119-the-void-singularity-brawl,ancient watcher,ancient watcher,bonemare,bonemare,cobalt scalebane,cobalt scalebane,divine spirit,divine spirit,doomsayer,doomsayer,inner fire,inner fire,lightspawn,lightspawn,mind control,mind control,mind vision,mind vision,power word shield,power word shield,shadow word death,shadow word death,shadow word pain,shadow word pain,shieldbearer,shieldbearer,thoughtsteal,thoughtsteal,tortollan shellraiser,tortollan shellraiser,-1
975098-big-priest,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,greater healing potion,greater healing potion,obsidian statue,obsidian statue,pint size potion,pint size potion,potion of madness,potion of madness,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,shadowreaper anduin,silence,silence,spirit lash,spirit lash,the lich king,ysera,yshaarj rage unbound,2
975073-void-warden-priest,ancient watcher,ancient watcher,awaken the makers,corpse raiser,corpse raiser,crystalline oracle,devilsaur egg,devilsaur egg,divine spirit,humongous razorleaf,humongous razorleaf,inner fire,leper gnome,leper gnome,loot hoarder,loot hoarder,mind control,mind control,onyx bishop,onyx bishop,runic egg,runic egg,shadow visions,shadow word death,shadow word death,shadowreaper anduin,tortollan shellraiser,tortollan shellraiser,zealous initiate,zealous initiate,-1
975067-you-did-this-blizzar,awaken the makers,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,faceless manipulator,faceless manipulator,free from amber,free from amber,herald volazj,lesser diamond spellstone,lesser diamond spellstone,mirage caller,mirage caller,nzoth the corruptor,obsidian statue,obsidian statue,onyx bishop,onyx bishop,shadow essence,shadow essence,shadow word death,shadow word death,shadow word pain,shadow word pain,shadowreaper anduin,spirit lash,spirit lash,zola the gorgon,-1
975060-value-priest,ancient watcher,ancient watcher,big game hunter,big game hunter,bittertide hydra,bittertide hydra,devilsaur egg,devilsaur egg,divine spirit,divine spirit,doomsayer,faceless manipulator,greater healing potion,greater healing potion,grim necromancer,harvest golem,humongous razorleaf,humongous razorleaf,inner fire,inner fire,lightspawn,mind control,mind control,saronite chain gang,shadow word death,shadow word death,thoughtsteal,thoughtsteal,volatile elemental,volatile elemental,-1
975050-kac-yukazos-big-priest,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,greater healing potion,lesser diamond spellstone,lesser diamond spellstone,obsidian statue,obsidian statue,pint size potion,pint size potion,potion of madness,psychic scream,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word horror,shadow word horror,shadow word pain,shadow word pain,shadowreaper anduin,silence,silence,spirit lash,the lich king,ysera,yshaarj rage unbound,2
975047-priest-charging-secret-triggerer,ancient watcher,ancient watcher,bluegill warrior,devilsaur egg,devilsaur egg,divine spirit,divine spirit,eggnapper,eggnapper,harvest golem,harvest golem,humongous razorleaf,humongous razorleaf,inner fire,inner fire,kabal talonpriest,kabal talonpriest,loot hoarder,loot hoarder,patches the pirate,power word shield,power word shield,sated threshadon,sated threshadon,shadow visions,shadow visions,shadow word death,shadow word death,stonetusk boar,stonetusk boar,-1
975041-priest-zoo,acherus veteran,acherus veteran,acolyte of agony,acolyte of agony,deathspeaker,deathspeaker,defender of argus,dire wolf alpha,dire wolf alpha,divine spirit,divine spirit,happy ghoul,happy ghoul,injured blademaster,injured blademaster,inner fire,inner fire,kabal talonpriest,kabal talonpriest,mana geode,northshire cleric,northshire cleric,power word shield,power word shield,radiant elemental,radiant elemental,shadow ascendant,shadow ascendant,unidentified elixir,unidentified elixir,-1
974999-theorycraft-ttk-dragon-priest,cobalt scalebane,cobalt scalebane,divine spirit,divine spirit,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,inner fire,inner fire,kabal talonpriest,kabal talonpriest,lyra the sunshard,mass dispel,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,radiant elemental,radiant elemental,shadow visions,shadow visions,shadow word death,tar creeper,temporus,twilight drake,twilight drake,1
974989-legend-malygos-big-priest-guide,barnes,dragonfire potion,dragonfire potion,eternal servitude,eternal servitude,greater healing potion,holy nova,holy nova,holy smite,holy smite,malygos,mass dispel,mind blast,mind blast,obsidian statue,obsidian statue,shadow essence,shadow essence,shadow visions,shadow visions,shadow word death,shadow word death,shadow word pain,shadow word pain,silence,spirit lash,spirit lash,the lich king,ysera,yshaarj rage unbound,2
974907-highlander-priest,auchenai soulpriest,bloodmage thalnos,cabal shadow priest,circle of healing,curious glimmerroot,darkshire alchemist,dragonfire potion,greater healing potion,kabal songstealer,kazakus,loot hoarder,lyra the sunshard,medivh the guardian,mind blast,mind control,northshire cleric,pint size potion,power word shield,priest of the feast,prophet velen,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word horror,shadow word pain,shadowreaper anduin,silence,spirit lash,wild pyromancer,0
974889-control-dragon-keleseth-priest,bonemare,bonemare,cobalt scalebane,cobalt scalebane,crystalline oracle,crystalline oracle,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,greater healing potion,kabal talonpriest,kabal talonpriest,northshire cleric,northshire cleric,power word shield,power word shield,priest of the feast,priest of the feast,prince keleseth,shadow word death,shadow word death,silence,skulking geist,tar creeper,tar creeper,the lich king,twilight drake,twilight drake,ysera,-1
974877-standard-dragon-priest,bloodmage thalnos,bone drake,bone drake,cobalt scalebane,dragonfire potion,dragonfire potion,drakonid operative,drakonid operative,duskbreaker,duskbreaker,kabal talonpriest,kabal talonpriest,netherspite historian,netherspite historian,northshire cleric,northshire cleric,power word shield,power word shield,primordial drake,primordial drake,psychic scream,shadow word death,shadow word death,shadow word pain,shadow word pain,spirit lash,spirit lash,twilight drake,twilight drake,ysera,1
974868-100-wr-revenge-of-the-cursed,ancient watcher,ancient watcher,arcanosmith,arcanosmith,big game hunter,binding heal,bittertide hydra,crazed alchemist,crazed alchemist,devilsaur egg,devilsaur egg,divine spirit,divine spirit,doomsayer,faceless shambler,fire fly,hozen healer,humongous razorleaf,humongous razorleaf,inner fire,inner fire,kabal talonpriest,kabal talonpriest,power word shield,power word shield,shadow visions,shadow visions,shadow word death,shadow word death,silithid swarmer,-1
974865-junk-tempo-rogue-razakus-priest,acolyte of pain,bloodsail corsair,bone drake,bonemare,book wyrm,cabal shadow priest,cobalt scalebane,crystalline oracle,curious glimmerroot,dragonfire potion,drakonid operative,fire fly,gnomish inventor,kabal songstealer,kabal talonpriest,kazakus,mistress of mixtures,northshire cleric,patches the pirate,potion of madness,power word shield,primordial drake,prince keleseth,raza the chained,saronite chain gang,shadow word death,shadowreaper anduin,southsea captain,tar creeper,twilight drake,0
974849-highlander-priest-top-4-legend,auchenai soulpriest,big game hunter,binding heal,bloodmage thalnos,circle of healing,curious glimmerroot,dragonfire potion,gnomish inventor,golakka crawler,holy fire,holy smite,kazakus,loot hoarder,lyra the sunshard,mind blast,northshire cleric,novice engineer,potion of madness,power word shield,priest of the feast,prophet velen,radiant elemental,raza the chained,shadow visions,shadow word death,shadow word pain,shadowreaper anduin,silence,spirit lash,wild pyromancer,0
