,attack,classes,collectionText,cost,dbfId,durability,dust,entourage,faction,flavor,health,howToEarnGolden,id,mechanics,multiClassGroup,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,text,type
2061,2.0,,,3.0,38812.0,,,,,,2.0,,LOEA15_3H,['BATTLECRY'],,Boneraptor,,,NEUTRAL,,,LOE,,<b>Battlecry:</b>Take control of your opponent's weapon.,MINION
2062,5.0,,,4.0,1810.0,,"[40, 400, 5, 50]",,,"Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing.",5.0,"Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",FP1_026,['DEATHRATTLE'],,Anub'ar Ambusher,,,ROGUE,,COMMON,NAXX,,<b>Deathrattle:</b> Return a random friendly minion to your hand.,MINION
2066,5.0,,,3.0,40464.0,,"[40, 400, 5, 50]",,,WE WENT THERE!,1.0,,CFM_636,['STEALTH'],,Shadow Rager,,,ROGUE,,COMMON,GANGS,,<b>Stealth</b>,MINION
2067,5.0,,,7.0,2522.0,,"[40, 400, 5, 50]",,,"You can keep him, but you have to promise to feed him and clean out his tank every day!",9.0,,AT_102,,,Captured Jormungar,,,NEUTRAL,BEAST,COMMON,TGT,,,MINION
2071,2.0,,,1.0,2436.0,,"[40, 400, 5, 50]",,,,1.0,,BRM_022t,,,Black Whelp,,,NEUTRAL,DRAGON,COMMON,BRM,,,MINION
2072,0.0,,,10.0,40259.0,,,,,,200.0,,TB_CoOpv3_Boss,"['TAUNT', 'InvisibleDeathrattle']",,Nefarian,,,NEUTRAL,DRAGON,LEGENDARY,TB,,"Can't be targeted by spells.
<b>Boss: </b>Nefarian wins if he defeats either of you!",MINION
2075,4.0,,,3.0,38875.0,,"[100, 800, 20, 100]",,,"He's going to leave the dying up to you, if that's cool.",2.0,,OG_292,['BATTLECRY'],,Forlorn Stalker,,,HUNTER,,RARE,OG,,<b>Battlecry:</b> Give all <b>Deathrattle</b> minions in your hand +1/+1.,MINION
2077,3.0,,,2.0,216.0,,,,HORDE,"""Kill 30 raptors."" - Hemet Nesingwary",2.0,Unlocked at Hunter Level 57.,CS2_172,,,Bloodfen Raptor,,,NEUTRAL,BEAST,FREE,CORE,,,MINION
2080,3.0,,,2.0,415.0,,"[40, 400, 5, 50]",,ALLIANCE,His youthful enthusiasm doesn’t always equal excellence in his brews.   Don’t drink the Mogu Stout!,2.0,,EX1_049,['BATTLECRY'],,Youthful Brewmaster,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_NONSELF_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",NEUTRAL,,COMMON,EXPERT1,,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,MINION
2083,2.0,,,3.0,2057.0,,"[100, 800, 20, 100]",,,"""LUMOS!"" is not what they yell. What do you think this is, Hogwarts?",4.0,,GVG_089,,,Illuminator,,,NEUTRAL,,RARE,GVG,,"If you control a <b>Secret</b> at the end of your turn, restore 4 Health to your hero.",MINION
2085,0.0,,,1.0,1874.0,,,,,,2.0,,NAX8_03t,,,Spectral Trainee,,,NEUTRAL,,,NAXX,,"At the start of your turn, deal 1 damage to your hero.",MINION
2090,2.0,,,2.0,38968.0,,,,,,2.0,,OG_314b,,,Slime,,,WARRIOR,,,OG,,,MINION
2091,1.0,,,2.0,1772.0,,,,,,2.0,,CRED_12,,,Rachelle Davis,,,NEUTRAL,,LEGENDARY,CREDITS,,<b>Battlecry:</b> Draw TWO cards. <i>She's not a novice engineer.</i>,MINION
2093,1.0,,,1.0,3021.0,,,,,,3.0,,CRED_21,,,Bryan Chang,,,NEUTRAL,,LEGENDARY,CREDITS,,<b>Foodie:</b> Make all minions edible.,MINION
2094,3.0,,,6.0,2598.0,,"[400, 1600, 100, 400]",,,"Someone called her a Rhinorider, and she's NOT HAPPY.",5.0,,AT_099,['INSPIRE'],,Kodorider,,,NEUTRAL,,EPIC,TGT,,<b>Inspire:</b> Summon a 3/5 War Kodo.,MINION
2095,0.0,,,1.0,329.0,,,,ALLIANCE,,3.0,,Mekka2,,,Repair Bot,,,NEUTRAL,MECHANICAL,COMMON,PROMO,,"At the end of your turn, restore 6 Health to a damaged character.",MINION
2096,4.0,,,7.0,38946.0,,"[1600, 3200, 400, 1600]",,,,6.0,,OG_319,['TAUNT'],,Twin Emperor Vek'nilash,,,NEUTRAL,,LEGENDARY,OG,,<b>Taunt</b>,MINION
2098,3.0,,,5.0,2087.0,,"[1600, 3200, 400, 1600]",,,PREPARE PARTY SERVOS FOR IMMEDIATE DEPLOYMENT.,4.0,,GVG_119,['BATTLECRY'],,Blingtron 3000,,,NEUTRAL,MECHANICAL,LEGENDARY,GVG,,<b>Battlecry:</b> Equip a random weapon for each player.,MINION
2101,7.0,,,7.0,2010.0,,"[1600, 3200, 400, 1600]",,,"Neptulon is ""The Tidehunter"". He’s one of the four elemental lords. And he and Ragnaros get together and make really amazing saunas.",7.0,,GVG_042,['BATTLECRY'],,Neptulon,3.0,,SHAMAN,,LEGENDARY,GVG,,<b>Battlecry:</b> Add 4 random Murlocs to your hand. <b>Overload:</b> (3),MINION
2102,4.0,,,3.0,39313.0,,"[40, 400, 5, 50]",,,She’s much more cheerful after losing the ‘n’ in her name.,3.0,"Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_712,['AURA'],,Violet Illusionist,,,NEUTRAL,,COMMON,KARA,,"During your turn, your hero is <b>Immune</b>.",MINION
2103,2.0,,,2.0,2055.0,,"[400, 1600, 100, 400]",,,Goblins seldom have the patience for sniping. Most prefer lobbing explosives.,3.0,,GVG_087,,,Steamwheedle Sniper,,,HUNTER,,EPIC,GVG,,Your Hero Power can target minions.,MINION
2107,3.0,,,1.0,2391.0,,"[1600, 3200, 400, 1600]",,,,3.0,,BRMA14_5,,,Toxitron,,,NEUTRAL,MECHANICAL,LEGENDARY,BRM,,"At the start of your turn, deal 1 damage to all other minions.",MINION
2112,5.0,,,6.0,1993.0,,"[1600, 3200, 400, 1600]",,,Gallywix believes in supply and demand. He supplies the beatings and demands you pay up!,8.0,,GVG_028,,,Trade Prince Gallywix,,,ROGUE,,LEGENDARY,GVG,,"Whenever your opponent casts a spell, gain a copy of it and give them a Coin.",MINION
2113,2.0,,,2.0,533.0,,"[100, 800, 20, 100]",,,,3.0,,EX1_tk11,['TAUNT'],,Spirit Wolf,,,SHAMAN,,RARE,EXPERT1,,<b>Taunt</b>,MINION
2116,1.0,,,0.0,1844.0,,,,,,1.0,,PRO_001at,,,Murloc,,,NEUTRAL,MURLOC,,PROMO,,,MINION
2121,3.0,,,4.0,39190.0,,"[40, 400, 5, 50]",,,"You can easily defeat her by either dealing 4 damage, or dropping a house on her.",4.0,"Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_021,,,Wicked Witchdoctor,,,SHAMAN,,COMMON,KARA,,"Whenever you cast a spell, summon a random basic Totem.",MINION
2124,2.0,,,3.0,45.0,,"[40, 400, 5, 50]",,,"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators.",3.0,,EX1_390,"['ENRAGED', 'TAUNT']",,Tauren Warrior,,,NEUTRAL,,COMMON,EXPERT1,,"<b>Taunt</b>
<b>Enrage:</b> +3 Attack.",MINION
2125,2.0,,,3.0,2408.0,,"[40, 400, 5, 50]",,,This is who you go to when your Blackwing needs a tune up. Don't go to a cut rate Blackwing tune up shop!,4.0,"Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_033,['BATTLECRY'],,Blackwing Technician,,,NEUTRAL,,COMMON,BRM,,"<b>Battlecry:</b> If you're holding a Dragon, gain +1/+1.",MINION
2130,4.0,,,3.0,921.0,,"[40, 400, 5, 50]",,HORDE,"Stranglethorn is a beautiful place to visit, but you wouldn't want to live there.",2.0,,EX1_017,['STEALTH'],,Jungle Panther,,,NEUTRAL,BEAST,COMMON,EXPERT1,,<b>Stealth</b>,MINION
2134,1.0,,,2.0,40645.0,,,,,,2.0,,KARA_13_16,,,Susie Sizzlesong,,,NEUTRAL,,LEGENDARY,TB,,"Portals cost (1) less. 
<i>Does not count as a minion.</i>",MINION
2135,4.0,,,3.0,39526.0,,,,,,2.0,,KARA_04_05,['CHARGE'],,Flying Monkey,,,NEUTRAL,,,KARA,,<b>Charge</b>,MINION
2137,1.0,,,1.0,39740.0,,"[40, 400, 5, 50]",,,"Malchezaar used to have an imp named Dobby working for him, but there was a tragic accident.",3.0,"Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_089,,,Malchezaar's Imp,,,WARLOCK,DEMON,COMMON,KARA,,"Whenever you discard a card, draw a card.",MINION
2138,1.0,,,1.0,2890.0,,"[40, 400, 5, 50]",,,"Sure, they're ugly, but they live in tunnels.  You try your beauty routine without natural light.",3.0,"Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_018,,,Tunnel Trogg,,,SHAMAN,,COMMON,LOE,,"Whenever you <b>Overload</b>, gain +1 Attack per locked Mana Crystal.",MINION
2140,2.0,,,3.0,2124.0,,"[1600, 3200, 400, 1600]",,,,7.0,,NAX9_03H,,,Thane Korth'azz,,,NEUTRAL,,LEGENDARY,NAXX,,Your hero is <b>Immune</b>.,MINION
2141,4.0,,,4.0,38825.0,,"[40, 400, 5, 50]",,,Quick! Before I drown! Let me sharpen your sword for you.,4.0,,OG_267,['DEATHRATTLE'],,Southsea Squidface,,,ROGUE,PIRATE,COMMON,OG,,<b>Deathrattle:</b> Give your weapon +2 Attack.,MINION
2145,1.0,,,2.0,39481.0,,"[40, 400, 5, 50]",,,"""Goodness! What… abundant drool you have.""",1.0,"Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_005,['DEATHRATTLE'],,Kindly Grandmother,,,HUNTER,BEAST,COMMON,KARA,,<b>Deathrattle:</b> Summon a 3/2 Big Bad Wolf.,MINION
2148,1.0,,,3.0,38452.0,,"[40, 400, 5, 50]",,,Democracy in action!,5.0,,OG_113,,,Darkshire Councilman,,,WARLOCK,,COMMON,OG,,"After you summon a minion, gain +1 Attack.",MINION
2153,2.0,,,2.0,1369.0,,,,,"Edward ""Lefty"" Smith tried to make luggage out of a river crocolisk once.",3.0,Unlocked at Druid Level 55.,CS2_120,,,River Crocolisk,,,NEUTRAL,BEAST,FREE,CORE,,,MINION
2154,4.0,,,2.0,1990.0,,"[100, 800, 20, 100]",,,"When pirates say there is no ""Eye"" in ""team,"" they are very literal about it.",1.0,,GVG_025,,,One-eyed Cheat,,,ROGUE,PIRATE,RARE,GVG,,"Whenever you summon a Pirate, gain <b>Stealth</b>.",MINION
2155,3.0,,,5.0,602.0,,"[40, 400, 5, 50]",,ALLIANCE,"He used to be called Bog Beast, but it confused people because he wasn't an actual beast.   Boom, New Name!",6.0,,CS1_069,['TAUNT'],,Fen Creeper,,,NEUTRAL,,COMMON,EXPERT1,,<b>Taunt</b>,MINION
2156,1.0,,,1.0,405.0,,"[40, 400, 5, 50]",,,"These wyrms feed on arcane energies, and while they are generally considered a nuisance rather than a real threat, you really shouldn't leave them alone with a bucket of mana.",3.0,,NEW1_012,,,Mana Wyrm,,,MAGE,,COMMON,EXPERT1,,"Whenever you cast a spell, gain +1 Attack.",MINION
2161,4.0,,,2.0,2101.0,,,,,,4.0,,NAX1h_03,,,Nerubian,,,NEUTRAL,,,NAXX,,,MINION
2162,2.0,,,2.0,40493.0,,"[40, 400, 5, 50]",,,Imagine how much further his darts would go if he had lungs instead of gills!,1.0,,CFM_647,['BATTLECRY'],,Blowgill Sniper,,{'REQ_TARGET_TO_PLAY': 0},NEUTRAL,MURLOC,COMMON,GANGS,,<b>Battlecry:</b> Deal 1 damage.,MINION
2163,3.0,,,3.0,38911.0,,"[100, 800, 20, 100]",,,Turns out divine shields are way cheaper if you buy in bulk.,3.0,,OG_310,,,Steward of Darkshire,,,PALADIN,,RARE,OG,,"Whenever you summon a 1-Health minion, give it <b>Divine Shield</b>.",MINION
2165,5.0,,,4.0,1934.0,,"[100, 800, 20, 100]",,,"If you can't find a bomb to throw, just pick up any goblin invention and throw that.",4.0,,GVG_004,['BATTLECRY'],,Goblin Blastmage,,,MAGE,,RARE,GVG,,"<b>Battlecry:</b> If you have a Mech, deal 4 damage randomly split among all enemies.",MINION
2166,3.0,,,3.0,1807.0,,"[40, 400, 5, 50]",,,The Cult of the Damned has found it's best not to mention their name when recruiting new cultists.,4.0,"Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",FP1_023,['DEATHRATTLE'],,Dark Cultist,,,PRIEST,,COMMON,NAXX,,<b>Deathrattle:</b> Give a random friendly minion +3 Health.,MINION
2167,10.0,,,10.0,38671.0,,,,,,10.0,,LOEA16_17,,,Animated Statue,,,NEUTRAL,,,LOE,,,MINION
2168,0.0,,,1.0,227.0,,,,ALLIANCE,,1.0,,Mekka1,,,Homing Chicken,,,NEUTRAL,MECHANICAL,COMMON,PROMO,,"At the start of your turn, destroy this minion and draw 3 cards.",MINION
2170,2.0,,,1.0,1643.0,,,,,,1.0,,TU4e_002t,,,Flame of Azzinoth,,,NEUTRAL,,COMMON,MISSIONS,,,MINION
2172,4.0,,,3.0,1109.0,,"[100, 800, 20, 100]",,HORDE,"He claims it is an old war wound, but we think he just cut himself shaving.",7.0,,CS2_181,['BATTLECRY'],,Injured Blademaster,,,NEUTRAL,,RARE,EXPERT1,,<b>Battlecry:</b> Deal 4 damage to HIMSELF.,MINION
2173,10.0,,,10.0,42107.0,,,,,,10.0,,CFM_712_t10,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
2177,5.0,,,5.0,38687.0,,"[1600, 3200, 400, 1600]",,,,5.0,,LOEA16_21,['AURA'],,Chieftain Scarvash,,,NEUTRAL,,LEGENDARY,LOE,,Enemy cards cost (1) more.,MINION
2178,3.0,,,2.0,38900.0,,"[100, 800, 20, 100]",,,"No matter how many times we tell her not to, she keeps feeding C'Thun scraps under the table.",2.0,,OG_303,['RITUAL'],,Cult Sorcerer,,,MAGE,,RARE,OG,1.0,"[x]<b><b>Spell Damage</b> +1</b>
After you cast a spell,
give your C'Thun +1/+1
<i>(wherever it is).</i>",MINION
2180,1.0,,,1.0,40465.0,,"[1600, 3200, 400, 1600]",,,"What do sailors yell when Patches steals their treasure chest full of laws and other things being transported to parliament for a vote?  ""The Eyes have it!""",1.0,,CFM_637,['CHARGE'],,Patches the Pirate,,,NEUTRAL,PIRATE,LEGENDARY,GANGS,,"[x]<b>Charge</b>
After you play a Pirate,
summon this minion
from your deck.",MINION
2181,2.0,,,3.0,40428.0,,"[400, 1600, 100, 400]",,,He's gonna do it his way.,2.0,,CFM_316,['DEATHRATTLE'],,Rat Pack,,,HUNTER,BEAST,EPIC,GANGS,,"[x]<b>Deathrattle:</b> Summon a
number of 1/1 Rats equal
 to this minion's Attack.",MINION
2185,1.0,,,3.0,1880.0,,"[1600, 3200, 400, 1600]",,,,7.0,,NAX9_03,,,Thane Korth'azz,,,NEUTRAL,,LEGENDARY,NAXX,,Your hero is <b>Immune</b>.,MINION
2186,4.0,,,5.0,61.0,,"[40, 400, 5, 50]",,HORDE,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",6.0,,CS2_221,['ENRAGED'],,Spiteful Smith,,,NEUTRAL,,COMMON,EXPERT1,,<b>Enrage:</b> Your weapon has +2 Attack.,MINION
2187,5.0,,,4.0,1903.0,,,,,,5.0,,NAX15_03t,['TAUNT'],,Guardian of Icecrown,,,NEUTRAL,,,NAXX,,<b>Taunt</b>,MINION
2188,0.0,,,3.0,513.0,,"[100, 800, 20, 100]",,,"It is said that some shaman can say ""Floatin' totem"" 10 times, fast.",3.0,,EX1_575,,,Mana Tide Totem,,,SHAMAN,TOTEM,RARE,EXPERT1,,"At the end of your turn, draw a card.",MINION
2192,2.0,,,2.0,38783.0,,,,,,2.0,,OG_249a,,,Slime,,,NEUTRAL,,,OG,,,MINION
2195,1.0,,,1.0,1912.0,,,,,,1.0,,EX1_116t,,,Whelp,,,NEUTRAL,DRAGON,,EXPERT1,,,MINION
2200,7.0,,,6.0,3033.0,,,,,,6.0,,CRED_33,,,Jomaro Kindred,,,NEUTRAL,,LEGENDARY,CREDITS,,<b>Battlecry:</b> TAKE any cards from your opponent's hand that they don't want.,MINION
2205,8.0,,,3.0,2352.0,,"[1600, 3200, 400, 1600]",,,,4.0,,BRMA09_5t,,,Gyth,,,NEUTRAL,DRAGON,LEGENDARY,BRM,,,MINION
2211,3.0,,,2.0,812.0,,"[40, 400, 5, 50]",,,,2.0,,EX1_160t,,,Panther,,,DRUID,BEAST,COMMON,EXPERT1,,,MINION
2215,0.0,,,1.0,38587.0,,,,,,5.0,,LOEA06_02th,,,Earthen Statue,,,NEUTRAL,,,LOE,,,MINION
2216,4.0,,,9.0,38861.0,,"[400, 1600, 100, 400]",,,C'Thun demands a sacrifice! Preferably a Deathwing.,4.0,,OG_282,"['BATTLECRY', 'RITUAL']",,Blade of C'Thun,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",ROGUE,,EPIC,OG,,<b>Battlecry:</b> Destroy a minion. Add its Attack and Health to your C'Thun's <i>(wherever it is).</i>,MINION
2229,2.0,,,1.0,19320.0,,,,,,1.0,,TBST_002,,,OLDN3wb Mage,,,NEUTRAL,,,TB,,"At the end of your turn, deal 1 damage to random enemy minion.",MINION
2231,2.0,,,2.0,38921.0,,,,,,2.0,,OG_202c,,,Slime,,,DRUID,,,OG,,,MINION
2238,3.0,,,2.0,2635.0,,"[40, 400, 5, 50]",,,Elekk jousting is AWESOME.,2.0,,AT_058,['BATTLECRY'],,King's Elekk,,,HUNTER,BEAST,COMMON,TGT,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, draw it.",MINION
2239,7.0,,,5.0,2038.0,,"[40, 400, 5, 50]",,,"He's recently recovered from being a ""scurvy dog.""",4.0,,GVG_070,,,Salty Dog,,,NEUTRAL,PIRATE,COMMON,GVG,,,MINION
2241,2.0,,,3.0,1992.0,,"[100, 800, 20, 100]",,,"Mechs like learning from him because he really speaks their language.
0110100001101001",2.0,,GVG_027,,,Iron Sensei,,,ROGUE,MECHANICAL,RARE,GVG,,"At the end of your turn, give another friendly Mech +2/+2.",MINION
2243,3.0,,,2.0,2733.0,,"[100, 800, 20, 100]",,,"Come at me, bro.",2.0,,AT_069,"['BATTLECRY', 'TAUNT']",,Sparring Partner,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0}",WARRIOR,,RARE,TGT,,"<b>Taunt</b>
<b>Battlecry:</b> Give a
minion <b>Taunt</b>.",MINION
2244,0.0,,,1.0,2278.0,,"[100, 800, 20, 100]",,,Think of them as bullets for your dragon gun.,2.0,"Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",BRM_022,,,Dragon Egg,,,NEUTRAL,,RARE,BRM,,"Whenever this minion takes damage, summon a 2/1 Whelp.",MINION
2248,5.0,,,4.0,39065.0,,,,,,5.0,,TB_KTRAF_1,,,Anub'Rekhan,,,NEUTRAL,,LEGENDARY,TB,,"At the end of your turn, summon a 3/1 Nerubian.",MINION
2250,5.0,,,3.0,39581.0,,,,,,1.0,,KAR_A02_04,['AURA'],,Knife,,,NEUTRAL,,,KARA,,Plates have <b>Taunt</b>.,MINION
2255,5.0,,,3.0,1653.0,,,,,"He likes to think he is powerful, but pretty much anyone can solo Molten Core now.",1.0,Unlocked at Shaman Level 51.,CS2_118,,,Magma Rager,,,NEUTRAL,,FREE,CORE,,,MINION
2257,6.0,,,8.0,38613.0,,,,,,15.0,,LOEA04_24h,,,Anubisath Temple Guard,,,NEUTRAL,,,LOE,,,MINION
2258,2.0,"['DRUID', 'ROGUE', 'SHAMAN']",<b>Battlecry:</b> Summon a <b>Jade Golem</b>.,4.0,40527.0,,"[40, 400, 5, 50]",,,"""He's so cute!  I just want to squeeze him, then use him for Jade Golem parts!"" - Aya Blackpaw",3.0,,CFM_715,"['BATTLECRY', 'JADE_GOLEM']",JADE_LOTUS,Jade Spirit,,,NEUTRAL,,COMMON,GANGS,,<b>Battlecry:</b> Summon a{1} {0} <b>Jade Golem</b>.,MINION
2259,2.0,,,1.0,132.0,,,,HORDE,Voodoo is an oft-misunderstood art. But it <i>is</i> art.,1.0,Unlocked at Rogue Level 55.,EX1_011,['BATTLECRY'],,Voodoo Doctor,,{'REQ_TARGET_IF_AVAILABLE': 0},NEUTRAL,,FREE,CORE,,<b>Battlecry:</b> Restore 2 Health.,MINION
2261,5.0,,,1.0,2524.0,,,,,,4.0,,BRMA09_4Ht,,,Dragonkin,,,NEUTRAL,DRAGON,,BRM,,,MINION
2265,4.0,,,4.0,1003.0,,,,,"""Who let the dogs out?"" he asks.  It's rhetorical.",3.0,Unlocked at Level 28.,DS1_070,['BATTLECRY'],,Houndmaster,,"{'REQ_FRIENDLY_TARGET': 0, 'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_TARGET_WITH_RACE': 20}",HUNTER,,FREE,CORE,,<b>Battlecry:</b> Give a friendly Beast +2/+2 and <b>Taunt</b>.,MINION
2266,5.0,,,4.0,2627.0,,"[100, 800, 20, 100]",,,Yep.  It's a horse... wearing armor... going to war.,3.0,,AT_108,['BATTLECRY'],,Armored Warhorse,,,NEUTRAL,BEAST,RARE,TGT,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Charge</b>.",MINION
2267,4.0,,,6.0,1769.0,,,,,,7.0,,CRED_09,,,Ben Thompson,,,NEUTRAL,,LEGENDARY,CREDITS,,<b>Battlecry:</b> Draw some cards. With a pen.,MINION
2271,4.0,,,2.0,592.0,,,,,Warlocks have it pretty good.,3.0,Unlocked at Level 40.,EX1_306,['BATTLECRY'],,Succubus,,,WARLOCK,DEMON,FREE,CORE,,<b>Battlecry:</b> Discard a random card.,MINION
2272,3.0,,,5.0,1793.0,,"[100, 800, 20, 100]",,,DO NOT GIVE HIM A ROOT BEER.,5.0,"Crafting unlocked in The Plague Quarter, in the Naxxramas adventure.",FP1_012,"['DEATHRATTLE', 'TAUNT']",,Sludge Belcher,,,NEUTRAL,,RARE,NAXX,,"<b>Taunt
Deathrattle:</b> Summon a 1/2 Slime with <b>Taunt</b>.",MINION
2276,6.0,,,6.0,2073.0,,"[400, 1600, 100, 400]",,,The pinnacle of goblin engineering. Includes an espresso machine and foot massager.,4.0,,GVG_105,['DEATHRATTLE'],,Piloted Sky Golem,,,NEUTRAL,MECHANICAL,EPIC,GVG,,<b>Deathrattle:</b> Summon a random 4-Cost minion.,MINION
2281,5.0,,,5.0,38680.0,,"[1600, 3200, 400, 1600]",,,,5.0,,LOEA16_24,,,Giantfin,,,NEUTRAL,MURLOC,LEGENDARY,LOE,,"At the end of your turn, draw until you have as many cards as your opponent.",MINION
2282,3.0,,,3.0,734.0,,"[100, 800, 20, 100]",,ALLIANCE,"Mind Control technology is getting better, but that's not saying much.",3.0,,EX1_085,['BATTLECRY'],,Mind Control Tech,,,NEUTRAL,,RARE,EXPERT1,,"[x]<b>Battlecry:</b> If your opponent
has 4 or more minions, take
 control of one at random.",MINION
2283,5.0,,,5.0,332.0,,"[40, 400, 5, 50]",,,,5.0,,EX1_tk29,,,Devilsaur,,,NEUTRAL,BEAST,COMMON,EXPERT1,,,MINION
2289,3.0,,,2.0,2610.0,,"[40, 400, 5, 50]",,,What happens when you glue a buncha totems together.,4.0,,AT_052,,,Totem Golem,1.0,,SHAMAN,TOTEM,COMMON,TGT,,<b>Overload:</b> (1),MINION
2290,0.0,,,0.0,16223.0,,,,,,2.0,,AT_132_SHAMANc,,,Stoneclaw Totem,,,SHAMAN,,,TGT,,<b>Taunt</b>,MINION
2293,2.0,,,2.0,1928.0,,"[40, 400, 5, 50]",,,"Do the slow chant when he waddles by: ""Chug! Chug! Chug!""",3.0,,GVG_002,['FREEZE'],,Snowchugger,,,MAGE,MECHANICAL,COMMON,GVG,,<b>Freeze</b> any character damaged by this minion.,MINION
2301,2.0,,,1.0,40320.0,,,,,,2.0,,KARA_09_03a_heroic,['DEATHRATTLE'],,Icky Imp,,,NEUTRAL,DEMON,,KARA,,<b>Deathrattle:</b> Resummon this minion and Illhoof loses 2 Health.,MINION
2303,8.0,,,8.0,42105.0,,,,,,8.0,,CFM_712_t08,['JADE_GOLEM'],,Jade Golem,,,NEUTRAL,,,GANGS,,,MINION
2305,2.0,,,3.0,654.0,,"[100, 800, 20, 100]",,,He used to work as an accountant before he tried his hand at Berserkering.,4.0,,EX1_604,,,Frothing Berserker,,,WARRIOR,,RARE,EXPERT1,,"Whenever a minion takes damage, gain +1 Attack.",MINION
2306,1.0,,,1.0,1910.0,,"[40, 400, 5, 50]",,,"In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",2.0,"Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",FP1_028,,,Undertaker,,,NEUTRAL,,COMMON,NAXX,,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.",MINION
2308,4.0,,,3.0,40921.0,,"[40, 400, 5, 50]",,,"When Sergeant Sally shows up unexpectedly, DO NOT FLUSH YOUR MANA CRYSTALS DOWN THE TOILET.",3.0,,CFM_655,['BATTLECRY'],,Toxic Sewer Ooze,,,NEUTRAL,,COMMON,GANGS,,<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.,MINION
2309,3.0,,,4.0,38531.0,,"[40, 400, 5, 50]",,,"I berserk, therefore I am.",5.0,,OG_150,['ENRAGED'],,Aberrant Berserker,,,NEUTRAL,,COMMON,OG,,<b>Enrage:</b> +2 Attack.,MINION
2310,3.0,,,5.0,2799.0,,,,,,5.0,,AT_099t,,,War Kodo,,,NEUTRAL,BEAST,,TGT,,,MINION
2311,3.0,,,6.0,40744.0,,"[40, 400, 5, 50]",,,His new shampoo is really working!,8.0,,CFM_854,['TAUNT'],,Ancient of Blossoms,,,NEUTRAL,,COMMON,GANGS,,<b>Taunt</b>,MINION
2312,6.0,,,8.0,1794.0,,"[1600, 3200, 400, 1600]",,,Kel'Thuzad could not resist the call of the Lich King. Even when it's just a robo-call extolling the Lich King's virtues.,8.0,"Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",FP1_013,,,Kel'Thuzad,,,NEUTRAL,,LEGENDARY,NAXX,,"At the end of each turn, summon all friendly minions that died this turn.",MINION
2313,1.0,,,1.0,641.0,,"[40, 400, 5, 50]",,HORDE,They were the inspiration for the championship Taurenball team: The Dragonhawks.,1.0,,CS2_169,['WINDFURY'],,Young Dragonhawk,,,NEUTRAL,BEAST,COMMON,EXPERT1,,<b>Windfury</b>,MINION
2316,6.0,,,0.0,2383.0,,,,,,6.0,,BRMA13_6,['TAUNT'],,Living Lava,,,NEUTRAL,,,BRM,,<b>Taunt</b>,MINION
2319,5.0,,,9.0,2796.0,,"[1600, 3200, 400, 1600]",,,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",5.0,,AT_045,['AURA'],,Aviana,,,DRUID,,LEGENDARY,TGT,,Your minions cost (1).,MINION
2321,0.0,,,0.0,1865.0,,,,,,1.0,,NAX6_03t,['DEATHRATTLE'],,Spore,,,NEUTRAL,,,NAXX,,<b>Deathrattle:</b> Give all enemy minions +8 Attack.,MINION
2322,4.0,,,4.0,2823.0,,,,,,7.0,,BRMC_85,['BATTLECRY'],,Lucifron,,,NEUTRAL,,LEGENDARY,TB,,<b>Battlecry:</b> Cast Corruption on all other minions.,MINION
